ts; dow; hod;default broker_mwh; default broker_price ;CrocodileAgent_mwh; CrocodileAgent_price ;COLDPower18_mwh; COLDPower18_price ;VidyutVanika_mwh; VidyutVanika_price ;Bunnie_mwh; Bunnie_price 
656; 4; 8;[0.0000; 0.0000];[0.9231; -31.4825];[8.2321; -29.6285];[-0.8515; 10.9973];[44.7477; -31.2758]
657; 4; 9;[0.0000; 0.0000];[0.7251; -31.6667];[0.0000; 0.0000];[0.7911; -47.5101];[50.5239; -31.0859]
658; 4; 10;[0.0000; 0.0000];[0.4829; -29.6564];[-0.6335; 1062.0159];[0.2383; 260.5083];[46.3271; -15.9360]
659; 4; 11;[0.0000; 0.0000];[0.4115; -30.2941];[5.0000; 103.5076];[-2.7122; 154.9854];[48.6113; -22.0527]
660; 4; 12;[0.0000; 0.0000];[0.3409; -30.9695];[4.0037; 105.4259];[-1.9754; 45.7574];[43.0429; -18.7478]
661; 4; 13;[0.0000; 0.0000];[0.4167; -31.5538];[-2.4719; 163.9599];[-1.6452; -1.5361];[42.9366; -28.8342]
662; 4; 14;[0.0000; 0.0000];[0.4675; -13.3614];[2.0641; 474.9314];[-2.5925; -2.1586];[46.0288; -17.3055]
663; 4; 15;[0.0000; 0.0000];[0.2054; -1.0376];[5.0000; 252.4669];[-1.8833; -25.0526];[45.3209; -30.4299]
664; 4; 16;[0.0000; 0.0000];[0.2747; -10.6092];[-1.7535; 212.4771];[-0.6503; -131.9328];[46.0090; -28.5867]
665; 4; 17;[0.0000; 0.0000];[0.2735; -10.4993];[-3.4250; 152.2937];[0.6323; -125.5262];[43.9707; -29.4594]
666; 4; 18;[0.0000; 0.0000];[0.1481; -2.4004];[-2.6025; 178.5221];[0.6436; -149.6659];[45.4898; -33.5339]
667; 4; 19;[0.0000; 0.0000];[0.1509; -10.0052];[0.0027; 78360.6330];[0.6621; -157.0507];[63.9228; -34.7943]
668; 4; 20;[0.0000; 0.0000];[0.1442; -0.0213];[-2.6049; 129.3877];[1.7494; -105.8750];[48.9902; -19.0735]
669; 4; 21;[0.0000; 0.0000];[0.1266; -1.9649];[-0.5068; 1511.1550];[1.3751; -32.5515];[43.9266; -14.5199]
670; 4; 22;[0.0000; 0.0000];[0.1277; -3.3314];[-1.5201; 265.3078];[1.4371; -69.2048];[38.6902; -31.4443]
671; 4; 23;[0.0000; 0.0000];[0.1228; -31.0510];[3.8266; -17.6107];[1.3020; -68.0221];[36.4132; -30.1260]
672; 5; 0;[0.0136; -5.4014];[0.2617; -26.3641];[-0.1050; 774.7424];[1.3136; -30.8881];[37.6745; -17.6012]
673; 5; 1;[0.0000; 0.0000];[0.3654; -26.0799];[0.0000; 0.0000];[1.2683; -49.0113];[39.1694; -26.1910]
674; 5; 2;[0.0000; 0.0000];[0.2811; -31.6667];[0.0000; 0.0000];[0.7401; -124.5238];[44.0826; -25.3034]
675; 5; 3;[0.0000; 0.0000];[0.4360; -28.1748];[0.0000; 0.0000];[0.8983; -137.5326];[45.4086; -29.0361]
676; 5; 4;[0.0000; 0.0000];[0.3941; -28.4896];[0.0000; 0.0000];[1.1063; -115.6103];[46.4557; -29.5431]
677; 5; 5;[0.0000; 0.0000];[0.2639; -28.7838];[8.2979; -13.2308];[1.5387; -85.9514];[55.6310; -34.9117]
678; 5; 6;[0.0000; 0.0000];[0.3551; -31.5352];[0.0000; 0.0000];[1.1781; -93.5808];[49.2580; -30.0176]
679; 5; 7;[0.0000; 0.0000];[0.3238; -31.1659];[4.6450; -29.3867];[0.5637; -66.4758];[33.5504; -32.7869]
680; 5; 8;[0.0000; 0.0000];[0.3476; -31.4581];[9.1241; -28.8211];[-0.3662; -50.1680];[42.9204; -32.0657]
681; 5; 9;[0.0000; 0.0000];[0.3969; -23.1098];[0.0000; 0.0000];[-1.5102; -31.9522];[53.3070; -26.1672]
682; 5; 10;[0.0000; 0.0000];[0.3672; -24.1545];[-0.2300; 2287.2921];[-2.0697; -14.0377];[45.0626; -17.3093]
683; 5; 11;[0.0000; 0.0000];[0.3586; -7.4848];[-0.2300; 1900.7678];[-2.6410; 38.0901];[42.8935; -13.5390]
684; 5; 12;[0.0000; 0.0000];[0.3916; -4.1651];[-1.0854; 914.6385];[-2.7307; 39.7181];[43.2185; -6.5630]
685; 5; 13;[0.0000; 0.0000];[0.3767; -4.6443];[5.0000; -49.9829];[-2.2403; -6.5922];[47.0875; -13.7834]
686; 5; 14;[0.0000; 0.0000];[0.3901; -3.0847];[-0.8672; 1570.0265];[15.4770; -150.2486];[47.5314; -10.2582]
687; 5; 15;[0.0000; 0.0000];[0.3929; -9.8080];[-0.7954; 2588.2102];[16.2915; -201.7264];[53.6311; -16.8721]
688; 5; 16;[0.0000; 0.0000];[0.6783; -8.1233];[-5.6420; 266.7987];[16.7490; -150.6026];[49.1897; -11.0231]
689; 5; 17;[0.0000; 0.0000];[0.6108; -10.8426];[-0.1358; 9703.5613];[19.1802; -64.5411];[48.7993; -17.3194]
690; 5; 18;[0.0000; 0.0000];[0.4579; -11.7820];[-4.6332; 295.0788];[14.8689; -76.8720];[45.5140; -16.3024]
691; 5; 19;[0.0000; 0.0000];[0.3994; -14.3338];[0.9451; 1617.2579];[11.3301; -40.3371];[41.6774; -19.7936]
692; 5; 20;[0.0000; 0.0000];[0.8851; -6.9783];[-3.2702; 626.4421];[11.8570; -17.7008];[37.2579; -2.3047]
693; 5; 21;[0.0000; 0.0000];[0.8790; -5.1548];[1.4125; 787.0327];[12.3433; -28.0633];[37.4676; -1.2343]
694; 5; 22;[0.0000; 0.0000];[0.8188; -9.4569];[2.2292; 165.4884];[10.1670; -25.3237];[29.5811; -0.6335]
695; 5; 23;[0.0000; 0.0000];[0.7279; -10.7875];[0.9934; 186.7265];[9.7094; -25.4599];[32.5540; -15.1818]
696; 6; 0;[0.0000; 0.0000];[0.9053; -13.2109];[5.0000; 14.6860];[8.7943; -24.1491];[42.9356; -7.9864]
697; 6; 1;[0.0000; 0.0000];[0.9059; -16.4607];[2.2160; 51.1065];[8.4690; -24.2044];[39.4259; -15.0593]
698; 6; 2;[0.0000; 0.0000];[2.5258; -14.8652];[5.0000; -9.2000];[17.0383; -23.1007];[36.2069; -26.3590]
699; 6; 3;[0.0000; 0.0000];[8.8325; -11.3441];[-2.6014; 154.8180];[15.2621; -22.8523];[39.4473; -34.3717]
700; 6; 4;[0.0000; 0.0000];[9.4405; -24.6725];[1.9322; 103.7109];[18.3322; -22.4306];[41.4786; -35.1117]
701; 6; 5;[0.0000; 0.0000];[7.4384; -22.6870];[-1.3829; 136.5913];[21.5908; -32.8410];[39.2400; -35.1568]
702; 6; 6;[0.0000; 0.0000];[9.3564; -22.7841];[-0.0000; 9410032539986452.0000];[19.7296; -33.2419];[51.2293; -32.8814]
703; 6; 7;[0.0000; 0.0000];[7.7902; -27.2581];[-4.4193; 68.3122];[21.0898; -31.1796];[46.9296; -36.8994]
704; 6; 8;[0.0000; 0.0000];[11.5403; -24.3151];[-3.2040; 107.6108];[18.7285; -38.3759];[36.8636; -32.3628]
705; 6; 9;[0.0000; 0.0000];[13.0285; -31.4328];[-2.8940; 63.8741];[18.0956; -40.8162];[39.6396; -33.2219]
706; 6; 10;[0.0000; 0.0000];[12.7763; -15.4124];[8.1985; -39.6810];[16.2089; -30.0624];[35.2880; -40.8950]
707; 6; 11;[0.0000; 0.0000];[14.0492; -14.4289];[5.0000; -34.1069];[15.1350; -39.5386];[38.5289; -36.6237]
708; 6; 12;[0.0000; 0.0000];[0.0000; 0.0000];[5.0000; -32.6536];[15.5330; -48.1102];[33.0814; -34.4026]
709; 6; 13;[0.0000; 0.0000];[12.8261; -31.6667];[3.3358; -27.2973];[17.0668; -47.4181];[44.2009; -33.5074]
710; 6; 14;[0.0000; 0.0000];[18.3171; -0.1784];[-2.6737; 169.5001];[23.6528; -61.0629];[38.6516; -25.9385]
711; 6; 15;[0.0000; 0.0000];[19.7138; -13.1949];[5.0000; -46.5710];[24.5082; -42.6427];[34.9899; -42.7365]
712; 6; 16;[0.0000; 0.0000];[19.2153; -31.5001];[0.0000; 0.0000];[21.3783; -57.1808];[33.1219; -34.5106]
713; 6; 17;[0.0000; 0.0000];[13.8474; -11.2450];[3.6115; 56.1390];[24.3248; -50.0298];[32.1788; -33.8619]
714; 6; 18;[0.0000; 0.0000];[13.4664; -12.8956];[6.0729; -58.1553];[22.8950; -40.8934];[26.5033; -29.0475]
715; 6; 19;[0.0000; 0.0000];[11.1261; -15.0326];[10.3856; -22.1991];[21.0356; -33.6346];[27.1327; -31.5199]
716; 6; 20;[0.0000; 0.0000];[8.9483; -8.5394];[8.8711; -44.6508];[22.3586; -27.6442];[24.3678; -41.8648]
717; 6; 21;[0.0000; 0.0000];[8.8361; -12.6244];[5.8623; -39.5449];[23.3802; -27.7691];[25.8093; -37.0110]
718; 6; 22;[0.0000; 0.0000];[8.7137; -10.2562];[1.6846; 85.1676];[22.3622; -29.8312];[21.6155; -45.1502]
719; 6; 23;[0.0000; 0.0000];[9.6834; -33.9445];[1.5501; -27.0719];[24.6549; -26.2067];[21.4327; -35.9904]
720; 7; 0;[0.0000; 0.0000];[9.0970; -29.3697];[5.3406; -32.6592];[20.0692; -21.1507];[21.0958; -26.5275]
721; 7; 1;[0.0000; 0.0000];[10.2280; -25.6146];[3.1227; -3.6680];[18.7382; -22.9191];[25.2079; -26.2680]
722; 7; 2;[0.0000; 0.0000];[12.9838; -25.6319];[-1.1750; 152.9299];[22.8968; -21.1552];[17.6817; -24.6140]
723; 7; 3;[0.0000; 0.0000];[13.8642; -25.6878];[0.3680; 356.3338];[25.3177; -20.5154];[17.8849; -21.1290]
724; 7; 4;[0.0000; 0.0000];[15.1344; -26.6417];[-6.4388; 43.8439];[31.9807; -25.1812];[17.6716; -29.8224]
725; 7; 5;[0.0000; 0.0000];[16.4815; -26.8482];[7.0470; -12.4482];[30.4572; -23.0810];[19.0250; -30.2268]
726; 7; 6;[0.0000; 0.0000];[16.6918; -32.0001];[-1.8395; 135.8875];[29.1651; -26.2983];[22.2679; -35.0570]
727; 7; 7;[0.0000; 0.0000];[19.7315; -31.8180];[5.3414; -33.9416];[29.9811; -29.8231];[19.1451; -35.5572]
728; 7; 8;[0.0000; 0.0000];[19.7458; -31.5003];[5.2000; -5.0845];[20.7902; -27.4035];[17.2714; -35.0448]
729; 7; 9;[0.0000; 0.0000];[16.8723; -32.5152];[5.0000; -10.1229];[19.3906; -31.9121];[17.3926; -38.3740]
730; 7; 10;[0.0000; 0.0000];[19.0971; -30.7328];[5.0000; -38.1224];[22.2335; -27.6698];[14.7499; -35.3293]
731; 7; 11;[0.0000; 0.0000];[16.9931; -32.5808];[5.0000; -42.1014];[18.9354; -27.1664];[16.3015; -36.2518]
732; 7; 12;[0.0000; 0.0000];[17.9207; -12.2234];[5.0000; -45.2280];[22.3368; -35.8186];[14.8972; -37.2725]
733; 7; 13;[0.0000; 0.0000];[15.9675; -29.0301];[5.0000; -48.9701];[22.7264; -43.8565];[17.3503; -31.6407]
734; 7; 14;[0.0000; 0.0000];[18.6123; -36.5128];[8.9431; -41.4446];[19.3368; -59.4434];[13.5025; -39.4421]
735; 7; 15;[0.0000; 0.0000];[12.8490; -30.5345];[8.0338; -50.9640];[21.5573; -60.4615];[12.5059; -32.0984]
736; 7; 16;[0.0000; 0.0000];[17.4503; -27.4225];[10.0842; -48.6306];[17.9181; -59.3579];[15.2129; -37.3885]
737; 7; 17;[0.0000; 0.0000];[15.5849; -24.1268];[6.1038; -48.3856];[21.1281; -42.3543];[15.6993; -41.8997]
738; 7; 18;[0.0000; 0.0000];[13.7226; -2.8692];[6.2218; -43.0481];[19.1373; -39.7720];[13.1013; -42.7346]
739; 7; 19;[0.0000; 0.0000];[12.1073; -19.3514];[5.8423; -43.0681];[18.9278; -36.5824];[15.6752; -40.9371]
740; 7; 20;[0.0000; 0.0000];[11.9770; -31.1323];[5.0000; -44.6899];[17.3777; -34.4796];[10.5842; -43.7331]
741; 7; 21;[0.0000; 0.0000];[9.7088; -25.3363];[5.0000; -47.6885];[18.9052; -35.6408];[9.1849; -40.4434]
742; 7; 22;[0.0000; 0.0000];[14.6330; -35.8334];[5.0000; -39.6264];[16.0964; -28.2648];[10.2284; -39.3112]
743; 7; 23;[0.0000; 0.0000];[17.4961; -31.5918];[5.0000; -34.7793];[18.9507; -24.0019];[10.0418; -30.9911]
744; 1; 0;[0.0000; 0.0000];[15.4736; -30.3336];[3.9976; -31.6084];[16.6426; -23.2415];[12.2391; -30.7188]
745; 1; 1;[0.0000; 0.0000];[17.1970; -30.8349];[3.3186; -13.5526];[15.6717; -26.2602];[10.9572; -34.8656]
746; 1; 2;[0.0000; 0.0000];[14.9810; -25.6616];[5.6604; -1.2895];[15.5851; -21.7403];[9.9145; -25.3300]
747; 1; 3;[0.0000; 0.0000];[16.5680; -26.6672];[-1.2117; 156.7179];[19.4936; -28.6563];[10.7875; -27.4640]
748; 1; 4;[0.0000; 0.0000];[16.6606; -31.2055];[-2.8225; 67.7054];[18.8674; -26.3560];[10.7817; -29.8409]
749; 1; 5;[0.0000; 0.0000];[18.5716; -32.2694];[1.7507; 23.8089];[19.2746; -32.3018];[12.9446; -33.4776]
750; 1; 6;[0.0000; 0.0000];[19.3487; -32.3372];[-2.4937; 72.3315];[16.5455; -30.8877];[13.3843; -34.7931]
751; 1; 7;[0.0000; 0.0000];[1.1051; -31.6667];[0.0000; 0.0000];[18.6041; -43.3695];[14.1902; -29.5034]
752; 1; 8;[0.0000; 0.0000];[26.8615; -37.3580];[0.6013; 135.7266];[14.5432; -36.5874];[18.0892; -32.7682]
753; 1; 9;[0.0000; 0.0000];[26.4859; -37.2730];[4.5848; -5.5681];[13.6699; -37.4863];[18.3261; -36.5705]
754; 1; 10;[0.0000; 0.0000];[4.7658; -18.0159];[4.8311; -15.2835];[11.8982; -39.7381];[16.4058; -34.7126]
755; 1; 11;[0.0000; 0.0000];[3.9710; -7.4819];[2.9045; -40.5326];[9.6162; -42.8512];[16.7054; -16.0077]
756; 1; 12;[0.0000; 0.0000];[3.5823; -16.1303];[5.4317; -44.5479];[9.9040; -44.5575];[16.3265; -26.7023]
757; 1; 13;[0.0000; 0.0000];[4.0104; -0.3038];[1.3810; 56.2546];[11.0876; -52.5851];[14.2121; -25.5857]
758; 1; 14;[0.0000; 0.0000];[4.9941; -8.3514];[-3.2737; 209.1289];[12.4644; -17.6823];[20.3330; -24.8762]
759; 1; 15;[0.0000; 0.0000];[4.7060; -0.1523];[-3.1977; 176.4698];[11.9568; -34.0521];[21.3282; -28.6513]
760; 1; 16;[0.0000; 0.0000];[6.3811; -0.1381];[-0.8313; 475.8564];[9.9768; -41.9988];[20.5359; -28.7066]
761; 1; 17;[0.0000; 0.0000];[4.6022; -10.3874];[-2.8013; 252.1268];[12.1308; -49.8180];[20.3041; -19.6737]
762; 1; 18;[0.0000; 0.0000];[4.1901; -3.2781];[-2.5172; 234.2598];[12.0926; -66.6435];[19.0087; -7.8506]
763; 1; 19;[0.0000; 0.0000];[3.7600; -12.2608];[-1.1825; 427.1272];[12.2451; -63.4696];[19.7831; -14.2881]
764; 1; 20;[0.0000; 0.0000];[4.5579; -2.1040];[0.0000; 0.0000];[13.1514; -58.4999];[22.2880; -27.0718]
765; 1; 21;[0.0000; 0.0000];[4.0117; -4.6450];[-1.0501; 808.8622];[12.5573; -63.3062];[20.9572; -21.1030]
766; 1; 22;[0.0000; 0.0000];[3.6075; -7.4342];[0.0000; 0.0000];[11.8135; -51.0780];[18.6319; -33.2285]
767; 1; 23;[0.0000; 0.0000];[4.0745; -36.0402];[0.0000; 0.0000];[11.5736; -34.7361];[18.0075; -35.3484]
768; 2; 0;[0.0000; 0.0000];[5.2698; -36.9666];[0.0000; 0.0000];[12.7178; -37.3901];[20.6531; -23.1927]
769; 2; 1;[0.0000; 0.0000];[4.3223; -32.8593];[0.0000; 0.0000];[12.6580; -35.5986];[18.2702; -25.3348]
770; 2; 2;[0.0000; 0.0000];[4.9258; -32.6838];[0.0000; 0.0000];[4.8618; -73.4262];[21.8363; -19.7739]
771; 2; 3;[0.0000; 0.0000];[6.6935; -36.8252];[0.0000; 0.0000];[5.5649; -85.3057];[22.4708; -23.8930]
772; 2; 4;[0.0000; 0.0000];[6.7655; -26.1115];[3.4617; 60.8626];[6.8699; -44.7224];[26.7406; -26.3587]
773; 2; 5;[0.0000; 0.0000];[5.5661; -29.1607];[0.0000; 0.0000];[7.3596; -69.4057];[31.1693; -30.2043]
774; 2; 6;[0.0000; 0.0000];[6.4726; -31.0748];[2.8229; -4.2350];[6.8512; -67.2519];[30.5937; -26.4874]
775; 2; 7;[0.0000; 0.0000];[5.9046; -31.7733];[-3.5971; 86.8266];[5.2262; -48.9103];[32.9507; -29.3104]
776; 2; 8;[0.0000; 0.0000];[5.7228; -36.9787];[0.0000; 0.0000];[2.7016; -69.4611];[32.5247; -30.1967]
777; 2; 9;[0.0000; 0.0000];[4.4943; -31.3276];[0.0000; 0.0000];[1.2540; -126.6378];[33.7039; -31.2222]
778; 2; 10;[0.0000; 0.0000];[5.4332; -24.8539];[0.0000; 0.0000];[0.0692; 875.6872];[32.2703; -28.5606]
779; 2; 11;[0.0000; 0.0000];[5.5065; -2.3746];[5.0000; 23.4015];[-0.3655; -196.0866];[31.7925; -24.1182]
780; 2; 12;[0.0000; 0.0000];[4.2556; -5.2344];[5.0000; 121.3388];[-0.8643; 344.7662];[31.1446; -16.1785]
781; 2; 13;[0.0000; 0.0000];[4.9175; -4.3034];[2.8833; 146.3508];[-0.1487; 1802.5046];[31.0690; -0.5337]
782; 2; 14;[0.0000; 0.0000];[4.4258; -6.7803];[-1.2719; 1680.7568];[0.8174; 1061.2845];[33.2330; -1.2905]
783; 2; 15;[0.0000; 0.0000];[3.9965; -25.5078];[-1.1767; 1211.6486];[1.3601; 406.2175];[35.9448; -18.0927]
784; 2; 16;[0.0000; 0.0000];[4.4485; -22.9843];[-1.0601; 1432.5464];[1.9686; 125.2757];[35.7991; -12.1190]
785; 2; 17;[0.0000; 0.0000];[2.7738; -1.5708];[-1.0211; 1744.8483];[2.3614; 131.4634];[35.7076; -11.5757]
786; 2; 18;[0.0000; 0.0000];[2.7238; -0.7541];[-0.9390; 1382.2452];[2.8158; 64.2118];[33.5982; -12.8860]
787; 2; 19;[0.0000; 0.0000];[2.5389; -3.4232];[-0.9031; 856.0003];[3.3487; -5.1692];[32.6245; -14.6338]
788; 2; 20;[0.0000; 0.0000];[2.2608; -4.2469];[0.0000; 0.0000];[1.3274; -82.2771];[28.8557; -20.3682]
789; 2; 21;[0.0000; 0.0000];[2.6467; -4.3036];[8.4207; -17.0851];[1.2257; -152.9459];[30.4578; -12.9979]
790; 2; 22;[0.0000; 0.0000];[2.6156; -0.4273];[3.5987; 61.5737];[1.1054; -120.0352];[23.5679; -11.0430]
791; 2; 23;[0.0000; 0.0000];[3.4100; -5.3020];[0.0000; 0.0000];[1.0092; -164.3230];[23.4363; -23.0229]
792; 3; 0;[0.0000; 0.0000];[2.9719; -30.8902];[0.0000; 0.0000];[1.0385; -141.0616];[27.8971; -26.9427]
793; 3; 1;[0.0000; 0.0000];[3.2564; -29.1167];[5.0000; 41.9104];[1.0573; -146.0528];[24.1135; -25.4707]
794; 3; 2;[0.0000; 0.0000];[4.6742; -31.5875];[0.0000; 0.0000];[0.5548; -257.6228];[35.5198; -25.6537]
795; 3; 3;[0.0000; 0.0000];[4.7536; -31.7849];[8.8299; 4.7016];[0.6366; -264.7990];[38.2974; -34.0002]
796; 3; 4;[0.0000; 0.0000];[5.6840; -30.3870];[8.4168; 9.1647];[0.7222; -169.1887];[37.3063; -32.5525]
797; 3; 5;[0.0000; 0.0000];[5.1656; -30.8734];[7.2860; 7.1358];[0.8702; -178.6535];[47.3602; -32.3013]
798; 3; 6;[0.0000; 0.0000];[5.2136; -35.8568];[3.0832; 75.4289];[0.8810; -118.9070];[44.2742; -36.5520]
799; 3; 7;[0.0000; 0.0000];[4.4891; -36.6868];[6.0006; -21.6353];[0.2878; -297.2262];[44.8567; -30.6227]
800; 3; 8;[0.0000; 0.0000];[4.1355; -30.2815];[5.0000; -13.7411];[-0.6400; -198.8958];[46.4822; -30.3884]
801; 3; 9;[0.0000; 0.0000];[3.6031; -30.6501];[5.0000; -14.6538];[-2.3505; -58.9064];[46.4403; -30.2963]
802; 3; 10;[0.0000; 0.0000];[2.0928; -29.1058];[5.0000; -29.4229];[-1.1574; -133.8962];[43.2115; -29.6984]
803; 3; 11;[0.0000; 0.0000];[1.2826; -1.4210];[0.0000; 0.0000];[-1.4020; -24.4090];[40.6827; -26.3899]
804; 3; 12;[0.0000; 0.0000];[1.5329; -30.1690];[-0.2000; 1842.9551];[-3.3288; -3.1683];[42.7813; -30.3595]
805; 3; 13;[0.0000; 0.0000];[1.6087; -30.7290];[-0.4100; 1397.2844];[-1.2819; -36.7027];[42.4709; -29.9685]
806; 3; 14;[0.0000; 0.0000];[1.7097; -18.1300];[8.6451; 40.4761];[-3.0533; 10.4635];[40.1608; -23.9909]
807; 3; 15;[0.0000; 0.0000];[1.5493; -11.0873];[8.3526; 85.8126];[-2.1734; 25.3053];[46.7639; -32.4632]
808; 3; 16;[0.0000; 0.0000];[2.0174; -10.7259];[7.9579; 27.9365];[-0.6948; -208.7893];[45.8450; -20.1428]
809; 3; 17;[0.0000; 0.0000];[1.7146; -1.6997];[-0.3100; 1543.1574];[-0.2138; 422.6021];[46.9524; -12.3513]
810; 3; 18;[0.0000; 0.0000];[1.8520; -8.3269];[5.3961; 83.0017];[0.1999; -32.8933];[40.6960; -13.0307]
811; 3; 19;[0.0000; 0.0000];[1.3464; -18.2623];[5.5408; 72.9983];[0.2386; -237.5076];[43.8274; -21.8611]
812; 3; 20;[0.0000; 0.0000];[1.8020; -8.3884];[3.4201; 369.8950];[0.1055; 2640.9177];[41.9379; -10.9176]
813; 3; 21;[0.0000; 0.0000];[1.2073; -11.9084];[6.4960; 61.6293];[0.3261; 224.9232];[40.8945; -17.2541]
814; 3; 22;[0.0000; 0.0000];[1.4053; -1.6587];[3.4284; 106.4517];[0.1925; 92.5108];[36.4418; -8.7935]
815; 3; 23;[0.0000; 0.0000];[1.6102; -2.1263];[0.8551; 321.8131];[0.1058; -304.0962];[36.4330; -32.6469]
816; 4; 0;[0.0000; 0.0000];[1.8873; -36.4255];[1.8697; 91.9119];[0.0796; -11.7914];[36.7576; -5.2461]
817; 4; 1;[0.0000; 0.0000];[1.7808; -36.4730];[0.8884; 256.3288];[0.1242; -282.3277];[35.2400; -9.5042]
818; 4; 2;[0.0000; 0.0000];[1.9996; -31.9551];[0.7718; 125.6393];[0.2751; -210.1446];[46.7408; -30.1610]
819; 4; 3;[0.0000; 0.0000];[1.8504; -31.0660];[0.6707; 134.3149];[0.3282; -136.7621];[45.6996; -29.2949]
820; 4; 4;[0.0000; 0.0000];[1.8636; -36.9732];[0.0000; 0.0000];[0.3696; -179.5932];[42.1668; -28.3487]
821; 4; 5;[0.0000; 0.0000];[1.5269; -37.2396];[4.5483; -0.5899];[0.4567; -277.3862];[54.9810; -33.5326]
822; 4; 6;[0.0000; 0.0000];[2.1773; -37.0086];[0.0000; 0.0000];[0.2807; -162.7849];[40.1380; -30.8413]
823; 4; 7;[0.0000; 0.0000];[1.5011; -31.0060];[0.0000; 0.0000];[-0.7020; 17.2490];[28.2751; -31.8068]
824; 4; 8;[0.0000; 0.0000];[1.4672; -30.3450];[0.0000; 0.0000];[-1.8400; 11.0802];[42.9404; -31.1977]
825; 4; 9;[0.0000; 0.0000];[0.9101; -29.1988];[0.0000; 0.0000];[-1.1389; 7.8740];[44.4541; -31.3742]
826; 4; 10;[0.0000; 0.0000];[1.1414; -29.6564];[0.0000; 0.0000];[-1.4376; -20.6578];[44.9543; -29.1787]
827; 4; 11;[0.0000; 0.0000];[0.7173; -30.4275];[9.5428; -12.7013];[-3.6111; 22.1339];[41.3499; -32.4562]
828; 4; 12;[0.0000; 0.0000];[0.9226; -31.0401];[3.5715; 79.5545];[-3.0445; -9.7540];[43.3131; -30.2871]
829; 4; 13;[0.0000; 0.0000];[0.7271; -4.0930];[3.6913; 170.1186];[-2.7444; -16.3058];[46.5321; -22.4152]
830; 4; 14;[0.0000; 0.0000];[0.7192; -23.6976];[5.0000; 113.2983];[-1.8537; -19.0134];[41.1315; -30.5698]
831; 4; 15;[0.0000; 0.0000];[0.6211; -3.5893];[5.0000; 68.7458];[-1.3329; -44.0124];[48.1498; -32.6465]
832; 4; 16;[0.0000; 0.0000];[0.8151; -12.3995];[5.0000; 8.0906];[-0.7792; -53.8292];[46.3689; -33.4990]
833; 4; 17;[0.0000; 0.0000];[0.0000; 0.0000];[1.9427; 506.7890];[0.3535; 402.3500];[45.3881; -35.0260]
834; 4; 18;[0.0000; 0.0000];[0.0000; 0.0000];[2.3480; 142.1709];[0.3841; 256.3553];[48.7505; -35.3863]
835; 4; 19;[0.0000; 0.0000];[0.8377; -26.5427];[2.6646; 47.7138];[0.3884; 423.3974];[42.0477; -33.7174]
836; 4; 20;[0.0000; 0.0000];[0.0000; 0.0000];[1.9047; 48.5999];[3.2605; -6.0862];[39.8720; -36.1733]
837; 4; 21;[0.0000; 0.0000];[0.4021; -15.7635];[3.0317; -22.7474];[2.5865; -18.9645];[38.5691; -32.3868]
838; 4; 22;[0.0000; 0.0000];[0.5989; -11.4591];[2.6768; 21.7492];[2.7791; -20.8175];[36.4623; -14.6655]
839; 4; 23;[0.0000; 0.0000];[0.5772; -0.4739];[2.9116; 26.5482];[2.5044; -26.7788];[33.2983; -37.6970]
840; 5; 0;[0.0132; -30.2761];[0.8207; -37.5541];[0.0000; 0.0000];[2.5889; -33.8602];[39.1662; -29.0745]
841; 5; 1;[0.0000; 0.0000];[0.5894; -28.2792];[0.0000; 0.0000];[2.5278; -27.8458];[35.9195; -30.3042]
842; 5; 2;[0.0000; 0.0000];[0.7979; -37.5199];[0.0000; 0.0000];[0.4991; -97.0586];[42.4189; -24.9642]
843; 5; 3;[0.0000; 0.0000];[0.9383; -37.5549];[0.0000; 0.0000];[0.5993; -122.6738];[43.5955; -31.9131]
844; 5; 4;[0.0000; 0.0000];[1.0494; -37.4295];[0.0000; 0.0000];[0.6984; -130.0527];[41.1586; -25.3008]
845; 5; 5;[0.0000; 0.0000];[0.8918; -28.7838];[0.0000; 0.0000];[0.9238; -82.0497];[41.3878; -29.3669]
846; 5; 6;[0.0000; 0.0000];[0.9349; -37.5376];[0.0000; 0.0000];[0.8120; -166.9869];[49.5162; -32.7858]
847; 5; 7;[0.0000; 0.0000];[0.8380; -37.6491];[0.0000; 0.0000];[-0.2169; -84.3345];[33.2793; -29.9132]
848; 5; 8;[0.0000; 0.0000];[0.3969; -31.6667];[0.0000; 0.0000];[0.1014; -87.4992];[23.2492; -30.8436]
849; 5; 9;[0.0000; 0.0000];[0.5707; -31.6667];[0.0000; 0.0000];[-0.9823; 101.3935];[19.1871; -31.3319]
850; 5; 10;[0.0000; 0.0000];[0.5767; -30.9753];[0.0000; 0.0000];[-1.6631; 136.9384];[14.7960; -31.9507]
851; 5; 11;[0.0000; 0.0000];[0.4717; -31.6177];[0.0000; 0.0000];[-2.3203; 105.0842];[11.9383; -33.3667]
852; 5; 12;[0.0000; 0.0000];[0.3561; -31.1944];[0.0000; 0.0000];[-2.3711; 70.2151];[20.5165; -32.5332]
853; 5; 13;[0.0000; 0.0000];[0.0000; 0.0000];[-3.4888; 93.6495];[-1.0773; 91.5350];[21.0831; -33.1558]
854; 5; 14;[0.0000; 0.0000];[0.0000; 0.0000];[-3.1289; 523.0330];[15.4192; -192.3714];[11.5643; -33.4458]
